"","ID","CODEPER","REL","PCR24_01","PCR24_02","PCR24_03","PCR24_04","PCR24_05","PCR24_06","PCR24_07","PCR24_08","PCR24_09","PCR24_10","PCR24_11","PCR24_12","PCR24_13","PCR24_14","PCR24_15","PCR24_16","PCR24_17","PCR24_18","PCR24_19","PCR24_20","PCR24_21","SITE"
"227",200029,24,0,2,3,2,3,2,2,2,2,2,2,4,3,3,3,4,2,2,2,2,2,2,2
"228",200030,24,0,4,5,4,3,4,3,4,2,2,3,4,3,4,4,3,2,3,2,4,3,3,2
"229",200037,24,0,4,3,2,3,3,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3,3,2
"230",200041,24,0,2,3,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2
"231",200050,24,0,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"232",200051,24,0,5,5,4,5,4,5,4,3,4,4,4,4,4,4,3,2,3,2,3,4,4,2
"233",200052,24,0,2,1,1,1,2,3,3,3,3,2,2,2,3,4,4,2,3,3,3,3,3,2
"234",200053,24,0,3,4,4,2,2,3,3,1,2,3,3,2,2,2,3,2,2,2,3,2,3,2
"235",200058,24,0,4,2,2,1,4,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2
"236",200061,24,0,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2
"237",200062,24,0,3,3,2,2,2,1,2,2,2,3,3,2,4,3,2,2,3,1,3,3,3,2
"238",200066,24,0,3,2,3,1,4,2,3,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2
"239",200067,24,0,2,3,3,2,2,4,3,2,2,3,4,3,4,4,3,3,2,2,2,4,3,2
"240",200069,24,0,3,4,3,3,2,4,2,4,2,2,3,2,3,4,4,2,2,2,2,3,2,2
"241",200071,24,0,3,4,3,2,2,3,5,3,3,2,3,2,4,1,5,5,4,1,3,2,3,2
"242",200072,24,0,4,2,4,4,5,4,5,4,5,5,4,5,5,5,5,3,3,3,3,3,3,2
"243",200073,24,0,3,2,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2
"244",200074,24,0,4,3,3,3,3,2,2,2,2,3,4,2,3,4,2,2,3,2,2,3,2,2
"245",200076,24,0,4,3,3,3,3,4,3,3,3,2,4,3,4,3,3,2,3,2,4,3,3,2
"246",200079,24,0,4,3,3,2,4,3,2,4,2,2,4,2,4,4,2,2,2,2,3,2,3,2
"247",200080,24,0,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2
"248",200082,24,0,4,2,2,2,4,2,1,2,2,2,3,2,3,3,3,2,1,2,2,3,2,2
"249",200083,24,0,5,5,3,2,5,3,2,4,2,4,5,2,4,5,4,2,2,2,3,4,5,2
"250",200084,24,0,4,4,4,3,4,2,5,4,3,4,4,2,4,3,3,3,4,2,2,3,4,2
"251",200088,24,0,4,3,2,4,4,3,4,2,1,3,4,2,2,4,4,2,2,2,3,3,3,2
"252",200090,24,0,5,5,3,3,5,5,2,3,3,3,4,2,3,4,3,2,2,2,3,3,3,2
"253",200092,24,0,3,3,3,2,3,3,4,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2
"254",200093,24,0,5,3,3,4,5,3,2,4,4,3,4,3,3,4,3,2,3,3,2,3,3,2
"255",200101,24,0,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2
"256",200111,24,0,3,3,2,2,3,3,2,3,3,2,3,3,3,3,4,2,2,2,3,3,2,2
"257",200114,24,0,4,4,3,1,4,2,2,3,3,2,4,3,3,3,3,2,3,3,4,3,3,2
"258",200116,24,0,3,2,2,2,2,2,2,2,2,3,4,2,3,3,2,2,2,2,2,2,2,2
"259",200117,24,0,4,4,3,3,5,3,4,4,3,3,4,3,4,4,3,3,3,2,4,2,3,2
"260",200119,24,0,3,2,3,2,4,3,2,2,2,2,2,2,3,2,3,2,2,1,3,2,3,2
"261",200124,24,0,3,1,2,3,3,4,3,2,3,2,4,5,3,3,4,3,3,2,3,3,3,2
"262",200129,24,0,4,3,2,1,3,2,1,2,3,1,3,2,3,2,3,1,1,1,2,2,1,2
"263",200138,24,0,5,5,5,4,4,5,2,4,5,5,5,5,5,5,5,3,5,3,4,5,5,2
"264",200139,24,0,4,3,4,2,3,3,4,3,2,3,3,3,3,3,4,2,3,2,2,2,3,2
"265",200141,24,0,3,3,2,2,2,1,3,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2
"266",200142,24,0,4,3,1,2,3,4,3,2,2,3,5,5,3,5,3,2,2,2,4,3,2,2
"267",200149,24,0,5,4,3,2,3,3,3,3,3,4,3,2,4,3,3,2,3,2,2,2,2,2
"268",200153,24,0,5,4,5,1,5,1,3,5,2,4,4,2,4,4,2,4,4,3,4,4,4,2
"269",200154,24,0,4,3,3,3,3,2,2,3,2,3,3,2,3,3,4,2,3,3,2,4,3,2
"270",200156,24,0,4,3,4,2,3,3,2,2,2,3,5,4,4,4,5,2,3,2,4,2,1,2
"271",200157,24,0,4,2,2,2,4,2,2,3,2,2,3,2,3,3,3,2,2,1,3,3,3,2
"272",200159,24,0,3,5,3,2,4,3,3,2,3,1,5,5,4,5,4,2,1,2,3,2,1,2
"273",200164,24,0,4,4,3,1,4,3,2,2,3,3,2,2,2,3,3,2,2,2,2,2,3,2
"274",200167,24,0,4,4,5,1,4,2,2,4,3,4,4,2,4,3,3,2,2,2,2,2,2,2
"275",200170,24,0,5,4,3,5,5,4,3,4,4,2,4,4,4,4,3,3,4,3,4,4,5,2
"276",200172,24,0,5,2,2,2,4,2,3,3,2,2,4,2,3,4,4,1,2,2,2,3,2,2
"277",200175,24,0,5,4,3,3,4,2,2,4,2,2,3,3,3,4,2,1,2,3,2,3,3,2
"278",200176,24,0,5,4,4,5,4,5,3,4,4,4,4,5,5,5,4,2,4,2,4,4,4,2
"279",200177,24,0,5,4,3,2,5,3,2,3,4,3,4,4,4,2,2,2,3,2,2,3,2,2
"280",200182,24,0,5,3,5,5,5,4,2,3,2,4,4,4,3,5,3,3,5,2,3,4,3,2
"281",200190,24,0,5,5,5,2,5,5,5,4,3,5,4,3,4,3,4,2,4,3,3,2,3,2
"282",200194,24,0,4,3,3,1,5,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,3,2
"283",200196,24,0,2,4,3,2,2,4,2,2,2,3,3,4,2,2,4,2,2,1,2,2,2,2
"284",200199,24,0,5,4,4,4,5,4,3,4,5,3,5,4,4,4,4,3,4,3,4,4,5,2
"285",200200,24,0,2,4,3,2,2,2,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2
"286",200205,24,0,3,4,3,2,3,2,3,2,2,3,3,2,4,2,5,2,3,2,3,2,2,2
"287",200206,24,0,4,3,4,5,5,4,3,4,4,3,4,4,4,4,2,2,5,3,4,4,4,2
"288",200217,24,0,4,4,3,3,4,3,2,4,3,3,4,4,4,2,3,3,3,2,3,3,3,2
"289",200224,24,0,5,5,2,3,5,3,2,4,3,2,4,2,4,3,4,2,4,2,2,4,4,2
"290",200227,24,0,5,4,5,5,4,5,4,3,5,4,4,4,3,3,3,2,4,4,4,4,4,2
"291",200228,24,0,5,3,4,3,5,4,3,5,4,3,4,3,4,5,4,3,3,3,4,3,3,2
"292",200232,24,0,4,4,4,4,4,5,2,3,3,3,4,4,3,3,3,2,3,2,2,2,2,2
"293",200235,24,0,4,4,4,3,2,3,4,4,2,2,3,2,3,3,3,2,4,2,4,3,5,2
"294",200237,24,0,5,5,2,3,4,3,2,3,3,2,2,2,3,5,3,1,3,2,2,4,3,2
"295",200238,24,0,2,3,2,2,2,2,1,1,1,2,2,2,3,2,2,2,2,1,4,2,2,2
"296",200240,24,0,4,2,3,3,4,2,3,4,2,2,3,2,4,3,4,3,2,2,2,2,2,2
"297",200249,24,0,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4,3,5,3,5,3,5,2
"298",200251,24,0,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3,3,2,3,3,3,2
"299",200253,24,0,4,4,2,3,3,4,2,2,2,2,4,3,3,2,3,2,3,1,3,3,3,2
"300",200258,24,0,4,5,5,1,5,5,3,5,5,4,5,5,5,5,5,3,5,3,5,5,4,2
"301",200259,24,0,3,3,4,2,3,3,3,3,3,3,3,3,3,2,4,3,2,2,3,2,2,2
"302",200264,24,0,3,2,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2
"303",200270,24,0,4,5,2,3,5,5,3,2,4,3,5,5,4,5,5,3,3,3,3,3,3,2
"304",200273,24,0,4,4,3,3,4,3,2,3,2,3,3,2,4,3,3,2,2,2,2,2,2,2
"305",200292,24,0,4,3,3,2,3,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2
"306",200293,24,0,3,5,5,5,4,5,5,3,4,5,4,5,4,3,3,3,3,2,3,5,5,2
"307",200295,24,0,4,2,3,1,4,3,2,2,2,3,3,2,5,3,3,2,3,1,4,2,3,2
"308",200300,24,0,4,4,3,3,4,3,4,3,4,3,4,3,4,3,4,2,3,2,2,2,3,2
"309",200307,24,0,4,4,2,4,4,4,2,2,4,3,3,4,4,2,2,2,3,2,3,3,3,2
"310",200309,24,0,3,3,3,1,3,3,2,2,2,2,3,3,3,4,3,2,2,1,2,2,2,2
"311",200321,24,0,4,2,3,4,4,3,2,3,3,3,4,4,4,3,3,2,3,2,2,3,4,2
"312",200323,24,0,5,3,3,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,2,3,3,2
"313",200324,24,0,5,3,3,4,5,3,3,3,2,3,5,3,4,3,2,2,3,2,3,3,3,2
"314",200329,24,0,3,5,5,5,3,4,2,3,5,3,3,4,3,3,3,2,3,2,2,3,3,2
"315",200332,24,0,2,5,1,1,2,4,2,2,2,2,2,4,4,3,5,2,1,1,2,3,2,2
"316",200339,24,0,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,2
"317",200344,24,0,3,2,3,2,2,3,3,2,2,3,3,3,3,2,4,2,2,1,2,3,3,2
"318",200348,24,0,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2
"319",200364,24,0,4,4,3,5,4,3,3,3,3,3,4,2,3,3,3,2,4,2,4,3,4,2
"320",200417,24,0,4,1,3,1,5,1,3,4,3,3,5,3,4,5,5,2,4,2,5,4,5,2
"321",200419,24,0,4,5,3,2,4,5,3,4,4,5,3,2,4,3,3,3,3,2,2,3,4,2
"322",200431,24,0,4,5,3,3,4,2,2,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"323",200456,24,0,3,4,2,3,3,3,2,3,2,3,4,4,3,3,4,2,2,2,2,3,2,2
"324",200471,24,0,5,2,3,1,5,5,1,3,2,1,5,1,4,3,4,1,2,1,1,3,1,2
"325",200473,24,0,3,5,3,5,4,3,3,4,1,3,4,4,3,5,3,2,3,2,5,3,4,2
"326",200499,24,0,4,5,3,3,4,3,2,4,2,3,4,3,4,4,3,3,4,2,3,3,3,2
"327",200507,24,0,3,2,2,4,3,3,2,3,2,2,2,3,3,3,2,2,3,2,3,2,3,2
"328",200530,24,0,2,4,2,2,2,2,2,3,2,2,4,4,3,2,4,3,3,2,3,2,2,2
"329",200539,24,0,4,4,3,3,4,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,2,2
"330",200543,24,0,3,2,4,1,3,1,2,2,3,4,3,2,2,2,3,2,1,1,4,3,2,2
"331",200544,24,0,4,3,3,3,4,3,2,2,3,2,3,3,3,2,4,2,3,2,3,3,3,2
"332",200581,24,0,4,2,3,4,4,5,3,3,3,5,4,3,4,3,5,3,4,2,3,2,3,2
"333",200594,24,0,5,5,5,5,5,4,5,5,3,5,4,4,5,4,3,3,4,3,4,4,4,2
"334",200600,24,0,5,4,4,5,5,4,5,5,4,4,4,4,5,4,5,5,5,3,4,5,4,2
"335",200601,24,0,4,3,4,3,3,3,3,3,4,2,2,2,4,3,4,3,3,3,2,2,3,2
"336",200632,24,0,4,3,2,3,4,3,3,3,2,2,4,3,3,3,2,1,3,2,3,3,3,2
"337",300001,24,0,5,3,1,2,5,2,1,2,1,1,2,2,2,3,3,1,1,1,1,2,2,3
"338",300002,24,0,5,5,4,2,5,2,3,4,2,2,3,3,4,3,4,2,2,2,3,3,3,3
"339",300005,24,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,3
"340",300020,24,0,3,3,2,2,3,4,3,3,3,2,3,4,3,2,4,2,2,2,2,3,3,3
"341",300021,24,0,4,3,2,1,3,2,2,3,2,2,3,3,5,4,5,3,3,2,2,3,3,3
"342",300030,24,0,3,4,4,3,3,3,5,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3
"343",300035,24,0,5,4,5,2,4,2,1,3,1,1,3,3,3,3,4,1,2,3,1,1,1,3
"344",300040,24,0,4,4,4,2,2,4,2,2,2,2,3,4,4,2,3,2,2,2,3,2,4,3
"345",300045,24,0,4,4,2,2,4,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3
"346",300049,24,0,5,4,3,5,5,5,2,3,2,2,4,4,4,3,3,2,4,1,4,3,4,3
"347",300062,24,0,4,3,4,2,3,3,2,3,2,3,3,3,4,5,5,2,2,2,3,3,3,3
"348",300092,24,0,4,3,2,2,4,4,2,4,2,2,3,3,2,4,3,2,2,3,1,1,1,3
"349",300094,24,0,5,4,3,5,5,4,3,4,5,2,4,4,5,4,4,2,3,2,2,3,3,3
"350",300102,24,0,5,5,4,2,2,2,3,4,3,3,3,4,3,4,3,1,2,2,3,2,2,3
"351",300106,24,0,4,2,2,2,3,3,3,2,1,3,3,2,4,3,2,2,3,1,2,2,2,3
"352",300110,24,0,4,4,3,3,4,4,4,2,2,3,3,2,3,2,4,2,3,2,2,3,3,3
"353",300112,24,0,5,5,4,5,5,4,4,5,5,4,4,4,5,5,5,5,5,4,5,5,5,3
"354",300119,24,0,4,5,3,2,3,2,2,2,2,2,5,1,4,4,3,2,3,2,1,2,2,3
"355",300222,24,0,3,2,3,1,3,3,2,2,3,3,3,2,3,2,3,2,2,2,2,2,2,3
"356",300228,24,0,2,3,2,3,3,4,4,2,3,3,4,4,3,3,4,2,3,2,2,3,3,3
"357",300246,24,0,4,3,3,4,4,4,2,2,3,2,4,4,4,3,4,2,2,2,4,3,4,3
"358",300253,24,0,4,4,4,2,4,4,2,3,2,3,4,2,2,3,2,2,2,2,2,2,3,3
"359",300254,24,0,5,2,2,3,5,3,1,5,3,3,4,3,5,4,4,2,4,3,3,2,3,3
"360",300263,24,0,4,4,4,4,3,2,3,3,2,3,2,2,3,2,2,2,3,2,4,3,3,3
"361",300275,24,0,5,4,3,3,4,2,3,3,3,3,3,2,4,4,4,2,4,2,2,3,3,3
"362",300276,24,0,4,3,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,2,3,3,2,3
"363",300278,24,0,5,2,3,1,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3
"364",300280,24,0,5,5,4,2,3,4,4,2,4,2,5,4,5,4,5,2,2,2,4,4,4,3
"365",300281,24,0,5,5,3,3,2,3,3,3,3,4,4,4,5,3,2,3,3,2,4,3,4,3
"366",300285,24,0,3,3,3,1,3,3,2,3,3,3,2,2,4,3,2,2,3,2,4,3,3,3
"367",300290,24,0,5,5,2,4,4,2,2,4,2,2,4,2,4,4,1,5,2,5,4,4,3,3
"368",300294,24,0,4,3,2,2,3,3,2,1,1,1,2,2,3,1,2,1,2,1,3,1,1,3
"369",300297,24,0,4,4,3,2,4,3,2,2,1,2,4,2,4,3,3,1,3,2,2,3,2,3
"370",300302,24,0,5,2,3,2,5,3,3,5,3,2,5,3,4,5,2,2,3,3,3,3,3,3
"371",300303,24,0,3,2,3,2,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2,3
"372",300308,24,0,4,2,2,5,5,5,2,5,3,2,3,4,3,3,2,2,3,2,2,4,5,3
"373",300309,24,0,5,3,4,2,5,4,3,4,2,2,4,4,4,3,3,2,3,2,4,2,3,3
"374",300323,24,0,4,3,3,5,4,3,2,3,3,2,3,2,3,3,3,2,3,2,3,3,3,3
"375",300327,24,0,4,3,4,3,4,2,2,3,2,2,2,2,2,4,2,2,2,2,2,3,2,3
"376",300332,24,0,4,3,3,2,3,3,2,2,3,2,3,3,3,2,2,2,2,2,3,2,3,3
"377",300336,24,0,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3
"378",300338,24,0,4,2,2,1,3,1,4,3,2,2,3,2,2,3,2,2,3,2,2,2,1,3
"379",300343,24,0,5,5,2,5,4,5,3,3,5,3,4,5,3,4,4,2,5,1,3,3,4,3
"380",300350,24,0,4,2,3,2,5,2,3,3,2,2,3,2,1,2,1,1,2,2,4,2,1,3
"381",300356,24,0,4,4,2,2,3,3,4,2,2,1,3,3,4,4,3,2,2,2,3,2,3,3
"382",300359,24,0,4,5,3,3,5,3,3,2,3,2,3,2,2,3,2,2,2,1,3,2,3,3
"383",300360,24,0,3,2,3,1,3,2,2,2,3,3,3,2,3,2,4,2,3,2,2,3,2,3
"384",300361,24,0,3,3,3,2,2,4,3,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3
"385",300367,24,0,4,5,4,2,4,4,3,4,4,4,3,2,4,2,3,2,3,3,1,2,3,3
"386",300373,24,0,3,3,4,5,5,5,5,3,4,5,2,3,5,3,4,4,5,2,5,5,5,3
"387",300377,24,0,3,4,2,4,4,2,2,3,4,2,2,3,4,4,4,2,2,2,2,4,3,3
"388",300383,24,0,1,3,2,1,3,3,2,2,2,3,3,3,3,2,4,2,2,2,2,2,2,3
"389",300393,24,0,3,4,2,2,3,3,3,2,2,2,4,3,3,2,3,2,2,1,2,2,3,3
"390",300396,24,0,4,4,2,3,4,2,2,2,1,1,3,2,2,3,3,2,3,2,2,3,2,3
"391",300400,24,0,4,5,4,2,4,4,3,3,3,4,4,4,4,3,3,3,2,1,2,3,3,3
"392",300403,24,0,2,2,2,1,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,3
"393",300404,24,0,4,3,3,2,3,3,3,2,3,3,4,3,3,3,3,2,3,2,3,2,3,3
"394",300409,24,0,5,3,3,5,5,3,2,3,2,2,4,2,4,4,3,1,2,1,4,3,4,3
"395",300410,24,0,5,4,4,4,5,5,5,4,4,4,5,4,4,5,5,2,3,3,5,5,5,3
"396",300415,24,0,5,4,3,3,5,3,3,5,3,3,4,4,3,4,3,2,2,2,3,3,3,3
"397",300418,24,0,4,2,4,3,3,4,3,3,4,4,5,5,4,4,2,1,4,2,3,5,5,3
"398",300421,24,0,3,4,3,2,4,2,3,2,2,3,2,2,3,3,3,2,2,4,2,3,3,3
"399",300424,24,0,3,3,2,2,3,2,2,3,2,2,3,3,3,3,2,2,1,2,1,2,2,3
"400",300428,24,0,3,3,3,1,3,2,4,2,2,2,3,2,3,3,2,2,2,2,3,2,2,3
"401",300440,24,0,4,1,NA,3,3,1,1,2,1,3,3,1,3,1,2,2,3,2,3,3,2,3
"402",300444,24,0,3,3,2,3,3,4,2,3,2,2,5,2,4,5,2,2,3,2,3,4,4,3
"403",300453,24,0,4,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"404",300456,24,0,2,2,3,2,2,2,4,2,4,2,4,2,4,3,3,2,1,1,3,2,4,3
"405",300477,24,0,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3
"406",300478,24,0,3,4,4,2,3,2,4,2,3,3,3,2,4,5,4,2,3,2,3,3,2,3
"407",300481,24,0,3,2,2,2,3,3,2,2,3,2,3,4,3,2,3,1,2,1,1,3,2,3
"408",300486,24,0,4,4,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3
"409",300490,24,0,5,4,3,5,5,4,5,5,5,3,5,4,5,5,3,3,4,3,5,3,5,3
"410",300495,24,0,4,2,2,3,4,2,2,4,2,2,4,2,4,3,2,2,3,2,2,3,2,3
"411",300501,24,0,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,3,5,5,5,5,5,3
"412",300503,24,0,3,3,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3
"413",300504,24,0,4,5,5,5,5,4,4,4,5,5,4,4,5,4,4,4,4,3,4,4,4,3
"414",300520,24,0,4,1,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3
"415",300521,24,0,4,4,2,2,4,2,2,2,2,2,3,3,4,3,2,1,2,2,2,3,2,3
"416",300524,24,0,2,3,2,1,3,2,1,2,1,2,2,2,2,2,3,1,2,1,1,1,1,3
"417",300527,24,0,3,1,2,1,3,2,2,1,2,2,4,2,2,2,2,2,3,2,2,2,2,3
"418",300532,24,0,1,3,5,2,1,3,5,1,1,2,1,1,4,3,5,5,4,1,4,2,2,3
"419",300538,24,0,5,3,4,5,5,5,3,4,4,3,4,3,4,4,3,2,2,2,2,3,3,3
"420",300542,24,0,4,4,3,4,4,4,3,3,4,2,4,3,4,5,4,3,3,3,4,4,4,3
"421",300553,24,0,5,5,3,1,5,2,3,4,3,3,3,2,3,3,3,2,2,2,2,2,2,3
"422",300562,24,0,1,5,4,1,2,3,3,2,1,3,3,2,3,2,3,2,1,2,4,2,2,3
"423",300564,24,0,5,2,2,3,5,3,2,3,2,2,3,2,2,3,2,2,3,3,2,3,3,3
"424",300576,24,0,4,4,2,3,3,2,3,2,2,2,4,5,3,3,5,1,3,1,3,2,3,3
"425",300578,24,0,4,3,2,3,3,4,2,2,2,2,2,2,3,3,2,2,4,4,3,3,3,3
"426",300585,24,0,3,4,2,4,4,2,2,4,4,2,4,3,3,3,3,2,3,2,2,2,2,3
"427",300639,24,0,1,3,3,3,3,3,2,2,3,3,3,3,3,4,4,2,3,3,2,3,4,3
"428",300660,24,0,5,3,4,2,5,2,4,3,3,3,4,3,5,3,3,3,4,3,5,3,3,3
"429",300661,24,0,4,3,3,2,4,2,3,4,4,4,4,3,3,3,3,2,3,2,2,2,2,3
"430",300667,24,0,5,1,2,2,5,2,2,5,3,2,4,3,4,4,2,2,3,3,2,2,2,3
"431",300703,24,0,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,3,3,3,5,3
"432",300710,24,0,4,2,2,4,3,5,2,3,3,2,3,2,2,3,2,2,3,2,3,3,2,3
"433",300735,24,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
"434",300804,24,0,4,2,2,3,3,2,2,2,2,2,3,2,3,3,4,2,3,2,2,2,2,3
"435",300816,24,0,5,5,4,4,4,4,4,4,4,3,4,4,4,5,4,3,4,3,3,4,3,3
"436",300818,24,0,5,5,4,5,4,5,4,4,4,4,5,5,5,5,5,4,4,3,4,4,4,3
"437",300838,24,0,4,3,3,5,4,5,2,3,4,3,4,5,3,4,3,2,4,4,3,4,4,3
"438",300852,24,0,4,3,3,1,5,1,5,4,1,3,3,1,3,3,3,1,1,2,4,1,1,3
"439",300861,24,0,3,4,3,2,3,3,2,2,3,2,4,4,3,3,4,2,2,2,3,3,2,3
"440",400001,24,0,3,2,2,1,3,3,2,2,3,3,2,2,3,3,3,2,2,2,2,2,1,4
"441",400004,24,0,4,3,4,1,4,2,2,3,2,2,4,2,2,2,3,2,2,2,2,2,2,4
"442",400008,24,0,3,2,4,3,1,2,2,1,2,1,2,1,3,2,3,1,3,1,3,3,2,4
"443",400022,24,0,4,5,4,5,5,4,4,5,5,4,4,5,4,5,4,3,3,2,3,2,3,4
"444",400024,24,0,3,3,3,3,4,2,3,3,4,3,3,2,4,3,2,2,3,2,3,3,3,4
"445",400032,24,0,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,2,2,3,4,3,4
"446",400038,24,0,3,4,3,2,2,2,2,3,3,3,4,3,2,3,3,1,2,2,1,2,2,4
"447",400046,24,0,3,2,4,2,3,3,2,3,5,3,5,4,4,5,5,2,2,2,5,2,4,4
"448",400047,24,0,4,4,4,5,4,4,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"449",400051,24,0,4,4,3,1,4,2,2,3,2,2,3,2,4,4,4,2,2,2,2,2,2,4
